SX,SY,SZ,EX,EY,EZ,Dia,Name
98964.7,146472.0,74339.0,98978.4,155454.6,73441.9,131.0,Pipe703
104422.0,151791.1,74274.0,101357.9,151535.2,74332.9,90.0,Pipe704
101357.9,151535.2,74332.9,101399.5,142652.3,74439.0,40.8,Pipe705
101399.5,142652.3,74439.0,98017.6,139116.4,73787.8,40.8,Pipe706
75400.1,166493.3,76440.0,75859.7,165810.9,76330.7,90.0,Pipe707
77266.8,165807.5,76040.0,77267.9,167124.4,74983.4,90.0,Pipe708
67783.2,158056.5,76342.0,66759.0,158024.7,76317.8,90.0,Pipe709
66759.0,158024.7,76317.8,66226.4,158554.5,76296.8,90.0,Pipe710
66226.4,158554.5,76296.8,66218.7,165808.0,76065.0,90.0,Pipe711
66218.7,165808.0,76065.0,66197.6,167124.3,75269.2,90.0,Pipe712
63983.7,166509.6,76440.0,64558.6,165811.7,76319.3,90.0,Pipe713
67674.2,165726.6,76440.0,67461.4,165812.7,76388.9,90.0,Pipe714
108132.3,356130.3,74430.0,106038.2,356510.8,74403.2,90.0,Pipe715
106038.2,356510.8,74403.2,102050.4,359849.7,74338.0,90.0,Pipe716
102050.4,359849.7,74338.0,97720.9,358710.9,74132.7,90.0,Pipe717
98756.8,357940.6,74103.0,97720.9,358710.9,74132.7,131.0,Pipe718
108632.1,350500.0,74002.0,103066.7,354523.8,74043.5,131.0,Pipe719
97118.1,152556.0,73389.0,97122.1,154117.7,73396.4,245.4,Pipe720
265311.0,254312.2,76390.0,263864.9,254312.2,76062.0,90.0,Pipe565 (1)
262548.4,254312.2,76285.0,263864.9,254312.2,76062.0,90.0,Pipe566 (1)
263856.8,253724.6,75981.3,263635.7,252995.9,75265.2,90.0,Pipe564 (1)
251015.3,254312.1,76230.0,251652.0,254312.1,76056.7,90.0,Pipe569 (1)
253314.6,254312.1,76323.1,251652.0,254312.1,76056.7,90.0,Pipe567 (1)
242449.7,254307.0,76398.2,240781.9,254307.0,76065.0,90.0,Pipe574 (1)
239487.4,254307.0,76300.0,240781.9,254307.0,76065.0,90.0,Pipe575 (1)
228217.6,254312.0,76224.5,228812.0,254312.0,76056.7,90.0,Pipe577 (1)
230722.3,254312.0,76338.8,228812.0,254312.0,76056.7,90.0,Pipe576 (1)
219599.7,254311.9,76395.7,218026.7,254312.0,76065.0,90.0,Pipe583 (1)
216665.8,254311.9,76320.6,218026.7,254312.0,76065.0,90.0,Pipe584 (1)
260391.8,165809.0,76395.7,258741.1,165808.9,76056.7,90.0,Pipe666 (1)
257445.4,165809.0,76307.3,258741.1,165808.9,76056.7,90.0,Pipe664 (1)
248585.6,165813.9,76310.0,247282.3,165813.8,76056.7,90.0,Pipe667 (1)
245596.0,165809.3,76396.1,247282.3,165813.8,76056.7,90.0,Pipe669 (1)
209042.3,165813.7,76320.8,207322.2,165813.7,76040.0,90.0,Pipe671 (1)
203802.3,165813.4,76402.2,202102.5,165808.6,76065.0,90.0,Pipe677 (1)
200783.8,165812.4,76308.0,202102.5,165808.6,76065.0,90.0,Pipe678 (1)
192353.2,165813.3,76398.8,190602.5,165808.6,76056.7,90.0,Pipe679 (1)
189371.9,165812.1,76304.9,190602.5,165808.6,76056.7,90.0,Pipe681 (1)
180518.3,165813.6,76331.0,179102.2,165813.6,76056.7,90.0,Pipe682 (1)
177468.3,165813.6,76398.3,179102.2,165813.6,76056.7,90.0,Pipe684 (1)
140508.4,165813.4,76277.1,139335.1,165813.4,76040.0,90.0,Pipe687 (1)
132458.0,165811.9,76303.7,133718.7,165808.3,76065.0,90.0,Pipe694 (1)
135454.7,165813.2,76406.9,133718.7,165808.3,76065.0,90.0,Pipe693 (1)
118279.9,165811.6,76307.2,116819.2,165807.7,76040.0,90.0,Pipe695 (1)
109935.1,165811.8,76301.3,111218.7,165808.2,76065.0,90.0,Pipe701 (1)
112887.0,165808.5,76397.4,111218.7,165808.2,76065.0,90.0,Pipe702 (1)
75859.7,165810.9,76330.7,77266.8,165807.5,76040.0,90.0,Pipe707 (1)
64558.6,165811.7,76319.3,66218.7,165808.0,76065.0,90.0,Pipe713 (1)
67461.4,165812.7,76388.9,66218.7,165808.0,76065.0,90.0,Pipe714 (1)
51290.5,254283.6,76252.7,52327.9,254328.1,76056.7,90.0,Pipe658 (1)
61906.8,254266.0,76298.8,63147.4,254306.1,76065.0,90.0,Pipe652 (1)
64835.5,254306.2,76400.4,63147.4,254306.1,76065.0,90.0,Pipe653 (1)
75823.8,254306.2,76310.3,74547.4,254306.2,76056.7,90.0,Pipe647 (1)
73370.0,254277.9,76311.1,74547.4,254306.2,76056.7,90.0,Pipe645 (1)
84255.6,254266.6,76387.6,85937.0,254316.3,76056.7,90.0,Pipe644 (1)
92807.9,254306.3,76223.4,92171.1,254306.2,76056.7,90.0,Pipe639 (1)
90551.4,254306.3,76309.9,92171.1,254306.2,76056.7,90.0,Pipe636 (1)
101424.3,254306.3,76387.5,103076.9,254306.4,76056.7,90.0,Pipe635 (1)
107340.5,254306.4,76298.7,108230.9,254306.4,76056.7,90.0,Pipe630 (1)
110028.1,254306.4,76335.1,108230.9,254306.4,76056.7,90.0,Pipe628 (1)
118525.7,254306.4,76388.9,120217.6,254306.5,76065.0,90.0,Pipe627 (1)
121467.6,254306.5,76297.3,120217.6,254306.5,76065.0,90.0,Pipe626 (1)
208174.8,254527.5,76382.7,206826.5,254522.7,76065.0,90.0,Pipe589 (1)
205402.3,254537.0,76292.7,206826.5,254522.7,76065.0,90.0,Pipe590 (1)
199129.2,254311.8,76375.6,200458.7,254311.9,76056.7,90.0,Pipe595 (1)
187729.0,254315.1,76320.1,186761.8,254315.1,76056.7,90.0,Pipe596 (1)
185432.8,254315.0,76290.4,186761.8,254315.1,76056.7,90.0,Pipe598 (1)
176248.5,254191.0,76336.8,175469.3,254148.7,76090.0,90.0,Pipe599 (1)
159986.4,254306.6,76334.8,161739.5,254306.6,76065.0,90.0,Pipe607 (1)
163920.5,254306.6,76398.5,161739.5,254306.6,76065.0,90.0,Pipe606 (1)
153932.3,254306.6,76377.5,155148.1,254306.1,76090.0,90.0,Pipe612 (1)
145357.0,254311.6,76311.8,144201.1,254316.9,76056.7,90.0,Pipe615 (1)
143082.1,254311.6,76233.1,144201.1,254316.9,76056.7,90.0,Pipe613 (1)
134331.9,254306.5,76363.0,133187.8,254306.5,76065.0,90.0,Pipe620 (1)
131672.4,254306.5,76293.6,133187.8,254306.5,76065.0,90.0,Pipe621 (1)
174018.7,254094.5,76338.6,175469.3,254148.7,76090.0,90.0,Pipe601 (1)
128193.4,263503.4,74393.3,128838.9,252995.8,73872.5,131.0,OP16 (1)
