SX,SY,SZ,EX,EY,EZ,Dia,Name
237038.0,189793.8,76268.2,237037.5,192327.6,76300.0,90.0,Pipe914
231618.9,189253.2,75266.2,232207.7,189820.7,76274.9,90.0,Pipe915
232207.7,189820.7,76274.9,232446.4,192327.6,76300.0,90.0,Pipe916
230987.3,189253.1,75258.3,231527.8,189793.8,76268.2,90.0,Pipe917
231527.8,189793.8,76268.2,231527.3,192327.6,76300.0,90.0,Pipe918
228000.7,185514.0,75174.4,228541.1,186054.7,76272.4,90.0,Pipe919
228541.1,186054.7,76272.4,230751.6,186055.0,76300.0,90.0,Pipe920
210069.7,170923.5,74802.5,209173.9,189682.0,75065.1,90.0,Pipe921
198173.7,189684.5,75175.0,209173.9,189682.0,75065.1,90.0,Pipe922
225276.9,189684.7,75334.8,224837.5,190225.2,76273.9,90.0,Pipe923
224837.5,190225.2,76273.9,224837.5,192327.5,76300.0,90.0,Pipe924
220629.5,189684.7,75276.7,220246.5,190225.2,76273.9,90.0,Pipe925
220246.5,190225.2,76273.9,220246.2,192327.5,76300.0,90.0,Pipe926
219780.2,189684.7,75266.1,219327.5,190225.7,76273.9,90.0,Pipe927
219327.5,190225.7,76273.9,219327.5,192327.9,76300.0,90.0,Pipe928
214318.8,189679.5,75116.4,215000.0,188895.1,75466.0,90.0,Pipe929
215000.0,188895.1,75466.0,215197.3,186567.2,76296.8,90.0,Pipe930
212097.1,189684.7,75170.1,212637.7,190225.2,76273.9,90.0,Pipe931
212637.7,190225.2,76273.9,212637.4,192327.8,76300.0,90.0,Pipe932
208336.4,189682.2,75073.4,208046.5,190224.7,76273.9,90.0,Pipe933
208046.5,190224.7,76273.9,208046.5,192327.8,76300.0,90.0,Pipe934
207431.9,189682.4,75082.4,207127.3,190224.8,76273.9,90.0,Pipe935
207127.3,190224.8,76273.9,207127.5,192327.8,76300.0,90.0,Pipe936
200797.4,189683.9,75148.8,200437.7,190225.1,76273.9,90.0,Pipe938
200437.7,190225.1,76273.9,200437.7,192327.8,76300.0,90.0,Pipe939
198173.7,189684.5,75175.0,198104.1,186559.2,76300.0,90.0,Pipe941
190592.6,170455.3,74688.8,190592.2,189233.4,75207.2,90.0,Pipe942
190592.2,189233.4,75207.2,181344.1,189236.2,75362.0,90.0,Pipe943
162336.7,189233.3,75242.7,162848.7,188701.1,76078.5,90.0,Pipe944
162848.7,188701.1,76078.5,162851.6,186054.7,76105.0,90.0,Pipe945
162848.1,189233.5,75253.6,163625.3,189782.0,76268.1,90.0,Pipe946
163625.3,189782.0,76268.1,163625.0,192327.3,76300.0,90.0,Pipe947
163744.2,189233.7,75272.8,164287.2,189803.9,76268.1,90.0,Pipe948
164287.2,189803.9,76268.1,164546.4,192327.3,76300.0,90.0,Pipe949
168712.6,189235.2,75379.3,169136.1,189780.3,76268.1,90.0,Pipe950
169136.1,189780.3,76268.1,169137.5,192327.3,76300.0,90.0,Pipe951
169898.5,189235.6,75404.7,170212.1,188686.7,76034.1,90.0,Pipe952
170212.1,188686.7,76034.1,170214.2,182096.9,76100.0,90.0,Pipe953
170212.9,186054.7,76060.4,170206.8,186050.5,76060.4,90.0,Pipe954
175353.7,189237.2,75521.6,175825.9,189793.5,76268.2,90.0,Pipe955
176154.5,189237.4,75538.8,176745.0,189793.5,76268.2,90.0,Pipe956
175825.9,189793.5,76268.2,175827.3,192327.3,76300.0,90.0,Pipe957
176745.0,189793.5,76268.2,176745.0,192327.3,76300.0,90.0,Pipe958
181891.4,189236.0,75352.9,181338.1,189776.5,76268.1,90.0,Pipe959
181338.1,189776.5,76268.1,181339.5,192327.3,76300.0,90.0,Pipe960
188580.9,189234.0,75240.7,188039.4,189774.5,76268.0,90.0,Pipe961
188039.4,189774.5,76268.0,188039.1,192327.4,76300.0,90.0,Pipe962
190592.3,185719.9,75119.6,191435.6,186563.2,76300.0,90.0,Pipe963
190592.3,185438.6,75112.6,190051.4,185979.3,76281.1,90.0,Pipe964
190051.4,185979.3,76281.1,188540.8,185979.5,76300.0,90.0,Pipe965
190592.4,182141.9,75030.2,190947.6,182347.5,76300.0,90.0,Pipe966
141353.1,170890.1,74350.0,141207.5,189684.4,74612.4,90.0,Pipe967
130136.7,189684.3,74720.9,141207.5,189684.4,74612.4,90.0,Pipe968
130136.7,189684.3,74720.9,130204.1,186558.9,76300.0,90.0,Pipe970
133002.0,189684.4,74692.8,132537.7,190224.8,76273.9,90.0,Pipe972
132537.7,190224.8,76273.9,132537.7,192327.5,76300.0,90.0,Pipe973
139846.1,189684.4,74625.7,139227.3,190224.5,76273.9,90.0,Pipe974
140751.7,189684.4,74616.8,140146.5,190224.4,76273.9,90.0,Pipe975
139227.3,190224.5,76273.9,139227.5,192327.5,76300.0,90.0,Pipe976
140146.5,190224.4,76273.9,140146.7,192327.5,76300.0,90.0,Pipe977
144382.2,189684.4,74665.1,144737.7,190224.9,76273.9,90.0,Pipe978
144737.7,190224.9,76273.9,144737.7,192327.5,76300.0,90.0,Pipe979
156410.2,189684.4,74864.9,156937.5,190224.9,76273.9,90.0,Pipe980
156937.5,190224.9,76273.9,156937.2,192327.3,76300.0,90.0,Pipe981
152078.8,189684.4,74793.0,152649.4,190267.6,76273.9,90.0,Pipe982
152649.4,190267.6,76273.9,152346.5,192327.2,76300.0,90.0,Pipe983
150983.1,189684.4,74774.8,151427.5,190225.4,76273.9,90.0,Pipe984
151427.5,190225.4,76273.9,151427.5,192327.6,76300.0,90.0,Pipe985
146876.9,189684.4,74706.6,147152.9,189052.7,75171.0,90.0,Pipe986
147152.9,189052.7,75171.0,147258.0,186221.4,76294.9,90.0,Pipe987
122692.6,170455.0,74372.3,122692.2,189233.1,75377.0,90.0,Pipe988
122692.2,189233.1,75377.0,94710.0,189241.6,75766.6,90.0,Pipe989
122692.4,182141.6,75119.4,123047.6,182347.2,76842.2,90.0,Pipe990
122692.3,185438.3,75239.2,122151.4,185979.0,76260.7,90.0,Pipe991
122151.4,185979.0,76260.7,120640.8,185979.2,76300.0,90.0,Pipe992
122692.3,185719.6,75249.5,123535.6,186562.9,76882.9,90.0,Pipe993
120680.0,189233.7,75404.8,120139.4,189774.2,76239.5,90.0,Pipe994
120139.4,189774.2,76239.5,120140.8,192327.1,76300.0,90.0,Pipe995
113978.8,189235.7,75498.1,113438.1,189776.2,76237.5,90.0,Pipe996
113438.1,189776.2,76237.5,113439.5,192327.1,76300.0,90.0,Pipe997
109385.6,189237.1,75562.1,108845.0,189793.2,76235.4,90.0,Pipe998
108845.0,189793.2,76235.4,108846.4,192327.0,76300.0,90.0,Pipe999
108466.5,189237.4,75574.9,107925.9,189793.2,76233.4,90.0,Pipe1000
107925.9,189793.2,76233.4,107925.6,192327.0,76300.0,90.0,Pipe1001
102864.7,189239.1,75653.0,102312.1,188686.4,76112.8,90.0,Pipe1002
102312.1,188686.4,76112.8,102312.4,182096.6,76175.2,90.0,Pipe1003
102312.2,186054.4,76137.7,102282.7,186044.2,76137.7,90.0,Pipe1004
101776.7,189239.5,75668.1,101236.1,189780.0,76231.5,90.0,Pipe1005
101236.1,189780.0,76231.5,101237.5,192327.0,76300.0,90.0,Pipe1006
97191.4,189240.9,75732.0,96645.0,189787.1,76233.4,90.0,Pipe1007
96645.0,189787.1,76233.4,96645.0,192327.0,76300.0,90.0,Pipe1008
96252.9,189241.2,75745.1,95725.3,189781.7,76235.5,90.0,Pipe1009
95725.3,189781.7,76235.5,95725.3,192327.0,76300.0,90.0,Pipe1010
95502.5,189241.4,75755.5,94948.7,188700.8,76085.0,90.0,Pipe1011
94948.7,188700.8,76085.0,94951.9,186054.4,76100.2,90.0,Pipe1012
61435.1,170454.3,73933.3,61431.3,189663.5,74426.8,90.0,Pipe1013
61431.3,189663.5,74426.8,89690.9,189663.7,74771.0,90.0,Pipe1014
88511.0,189663.6,74756.6,89051.7,190204.2,76273.2,90.0,Pipe1015
89051.7,190204.2,76273.2,89037.5,192327.0,76300.0,90.0,Pipe1016
84179.2,189663.6,74703.8,84800.8,190192.0,76273.2,90.0,Pipe1017
84800.8,190192.0,76273.2,84447.6,192326.9,76300.0,90.0,Pipe1018
83001.1,189663.6,74689.5,83541.7,190204.6,76273.2,90.0,Pipe1019
83541.7,190204.6,76273.2,83541.7,192327.3,76300.0,90.0,Pipe1020
79316.2,189663.6,74644.6,79856.7,189123.1,74700.0,90.0,Pipe1021
79856.7,189123.1,74700.0,79847.7,186054.7,76300.0,90.0,Pipe1022
76322.1,189663.6,74608.2,76851.9,190204.1,76273.2,90.0,Pipe1023
76851.9,190204.1,76273.2,76851.9,192327.3,76300.0,90.0,Pipe1024
72016.7,189663.6,74555.7,72639.8,190215.0,76273.2,90.0,Pipe1025
72639.8,190215.0,76273.2,72246.7,192327.2,76300.0,90.0,Pipe1026
70778.4,189663.6,74540.7,71341.5,190203.7,76273.2,90.0,Pipe1027
71341.5,190203.7,76273.2,71341.2,192327.3,76300.0,90.0,Pipe1028
64097.6,189663.5,74459.3,64638.1,190224.5,76273.9,90.0,Pipe1029
64638.1,190224.5,76273.9,64637.7,192327.2,76300.0,90.0,Pipe1030
252929.1,248918.3,75125.1,258493.5,242222.0,75244.9,90.0,Pipe1032
258493.5,242222.0,75244.9,258508.4,219808.4,75556.0,90.0,Pipe1033
258508.1,220295.4,75549.3,257928.1,220035.5,76224.3,90.0,Pipe1034
257928.1,220035.5,76224.3,254650.1,220015.4,76300.0,90.0,Pipe1035
240383.2,248918.7,75049.8,240382.8,219808.3,75462.9,90.0,Pipe1036
240382.8,220497.0,75454.3,239684.5,219808.3,76293.0,90.0,Pipe1037
239684.5,219808.3,76293.0,239119.6,219808.3,76300.0,90.0,Pipe1038
240382.9,226324.2,75381.4,241817.9,224865.9,75600.0,90.0,Pipe1039
241817.9,224865.9,75600.0,248860.4,224789.6,76300.0,90.0,Pipe1040
240382.9,225333.9,75393.8,239842.5,224791.6,75500.0,90.0,Pipe1041
239842.5,224791.6,75500.0,233648.6,224790.8,76300.0,90.0,Pipe1042
222084.2,248918.2,74957.9,222090.5,219806.6,75734.8,90.0,Pipe1043
222087.4,234107.0,75377.3,222628.1,233573.7,75450.0,90.0,Pipe1044
222628.1,233573.7,75450.0,229945.1,233577.5,76300.0,90.0,Pipe1045
222090.3,220504.9,75717.3,221392.0,219806.4,76275.8,90.0,Pipe1046
221392.0,219806.4,76275.8,219446.2,219811.2,76300.0,90.0,Pipe1047
209725.3,248914.6,74895.9,209731.9,219811.1,75308.8,90.0,Pipe1048
209730.7,225327.8,75239.8,210271.3,224792.9,75500.0,90.0,Pipe1049
210271.3,224792.9,75500.0,212383.0,224790.6,76300.0,90.0,Pipe1050
209731.8,220501.9,75300.2,209033.4,219810.9,76059.8,90.0,Pipe1051
209033.4,219810.9,76059.8,203997.0,219807.5,76110.0,90.0,Pipe1052
190606.7,248918.1,74799.9,190613.0,219806.3,75212.9,90.0,Pipe1053
190611.8,225342.4,75143.7,191164.3,224790.0,75270.0,90.0,Pipe1054
191164.3,224790.0,75270.0,197277.6,224790.6,76300.0,90.0,Pipe1055
190612.8,220512.4,75204.1,189914.5,219806.2,76260.9,90.0,Pipe1056
189914.5,219806.2,76260.9,186771.3,219807.7,76300.0,90.0,Pipe1057
172481.3,248918.7,74709.0,172488.0,219807.8,75121.9,90.0,Pipe1058
172487.8,220492.9,75113.3,171789.5,219807.6,76292.8,90.0,Pipe1059
171789.5,219807.6,76292.8,171204.4,219807.6,76300.0,90.0,Pipe1060
172486.7,225332.5,75052.8,171946.3,224791.9,75200.0,90.0,Pipe1061
171946.3,224791.9,75200.0,165518.6,224790.5,76300.0,90.0,Pipe1062
190611.8,225533.6,75141.3,180580.3,224790.6,76300.0,90.0,Pipe1064
154006.6,248922.1,74616.9,154013.0,219806.0,75393.9,90.0,Pipe1065
154009.9,234124.7,75035.9,154550.6,233575.3,75160.0,90.0,Pipe1066
154550.6,233575.3,75160.0,158738.2,233577.4,75662.7,90.0,Pipe1067
154012.8,220505.4,75376.4,153314.5,219805.9,76277.9,90.0,Pipe1068
153314.5,219805.9,76277.9,151546.2,219809.8,76300.0,90.0,Pipe1069
86104.6,248000.1,74350.0,86112.3,219806.0,75054.8,90.0,Pipe1070
86112.1,220466.1,75038.3,85413.8,219805.9,76259.6,90.0,Pipe1071
85413.8,219805.9,76259.6,83646.4,219807.6,76300.0,90.0,Pipe1072
86110.8,225124.3,74921.8,85570.6,224792.3,74992.5,90.0,Pipe1073
85570.6,224792.3,74992.5,76920.2,224790.2,76300.0,90.0,Pipe1074
86108.5,233664.4,74708.3,87632.6,233575.5,74854.0,90.0,Pipe1075
87632.6,233575.5,74854.0,91760.1,233577.7,75537.0,90.0,Pipe1076
62245.8,248307.8,74220.0,62245.9,219652.2,74573.8,90.0,Pipe1077
62245.9,225360.7,74503.3,61174.5,224822.6,74512.9,90.0,Pipe1078
61040.1,224783.1,76255.4,60743.8,224790.3,76300.0,90.0,Pipe1079
62245.9,220487.8,74563.5,62656.3,219818.0,76199.5,90.0,Pipe1080
62656.3,219818.0,76199.5,68198.2,219807.2,76300.0,90.0,Pipe1081
141635.4,242140.6,74667.2,141488.2,219819.2,74894.5,90.0,Pipe1082
122706.1,248918.2,74460.9,122712.7,219798.8,74874.0,90.0,Pipe1083
104581.2,248024.2,74430.0,104587.3,219807.8,74782.9,90.0,Pipe1084
142725.5,241156.2,74680.2,142969.3,225034.6,74939.2,90.0,Pipe1085
142969.3,225034.6,74939.2,144483.0,224790.3,76300.0,90.0,Pipe1086
141491.8,220357.0,74889.0,141136.5,219806.3,76059.8,90.0,Pipe1087
141136.5,219806.3,76059.8,136099.8,219807.1,76110.0,90.0,Pipe1088
122712.6,220497.1,74865.3,122419.2,219843.6,76255.8,90.0,Pipe1089
122419.2,219843.6,76255.8,118870.7,219807.7,76300.0,90.0,Pipe1090
122711.5,225341.7,74804.7,123252.1,224791.6,75000.0,90.0,Pipe1091
123252.1,224791.6,75000.0,129365.4,224790.4,76300.0,90.0,Pipe1092
104587.1,220482.8,74774.4,103888.8,219807.6,76270.0,90.0,Pipe1093
103888.8,219807.6,76270.0,103303.8,219807.6,76300.0,90.0,Pipe1094
104586.0,225751.6,74708.5,105636.9,224866.8,74977.2,90.0,Pipe1095
105636.9,224866.8,74977.2,112679.4,224790.5,76300.0,90.0,Pipe1096
104586.1,225163.0,74715.9,104045.6,224791.9,74875.6,90.0,Pipe1097
104045.6,224791.9,74875.6,97623.6,224791.3,76300.0,90.0,Pipe1098
91902.1,366175.3,74797.0,90665.5,367206.0,74835.0,90.0,Pipe1099
110474.0,363416.8,74832.3,112035.4,362465.8,75541.7,90.0,Pipe1100
110474.0,363416.8,74832.3,111303.7,359780.2,75500.0,90.0,Pipe1101
111303.7,359780.2,75500.0,115143.1,358142.9,76200.0,90.0,Pipe1102
104117.4,355422.5,74733.5,106552.6,355700.4,75250.0,90.0,Pipe1103
106552.6,355700.4,75250.0,109751.2,359723.1,76300.0,90.0,Pipe1104
115552.4,346330.1,74837.3,119000.7,350682.7,76200.0,90.0,Pipe1105
115552.4,346330.1,74837.3,116247.7,349312.8,76050.0,90.0,Pipe1106
116247.7,349312.8,76050.0,114236.7,354493.7,76200.0,90.0,Pipe1107
-198659.4,286262.9,71646.4,-199786.7,284798.6,72086.2,90.0,Pipe1108
-229267.8,310099.7,71400.6,-227417.7,312836.2,71450.8,245.4,Pipe1109
